student_id,student_name,father_name,gender,age,class,python_marks,java_marks,ruby_marks,cpp_marks,sql_marks,city,admission_date
1515,,Peter Bell,unknown,28,,N/A,-5,83,NULL,?,,"November 30, 2021"
,Warren Hill,Wanda Donovan123,Male,15,,N/A,90 ,,NULL,,Sherribury,not_a_date
1517,,unknown,unknown,200,12th,,,48,NULL,?,,"January 23, 2025"
,  Natasha Glenn  ,Justin Farmer,unknown,200,10th,,32,,,,123City,2019-11-07
1519,  Michael Cain  ,Darryl Hudson,,200,BS-CS,N/A,,,20,42,,"November 28, 2024"
1520,Gary Elliott,Heather Hendricks,,twenty,,30,12,98,NULL,-44,WEST MARYBURY,13/06/2023
1521,kaylee sanders,Laura Wilcox,unknown,30,12th,72,,68,90,?,,15/07/2024
ID_1521,,Phillip Ware123,Male,twenty,bs-cs,eighty,88,,,135,123City,not_a_date
,Matthew Foster,Stacy Matthews,Male,-5,BS-CS,N/A,113,,,?,,2021.09.14
ID_1523,Jay Pace,,Female,,BSCS,eighty,,,,130,123City,04/12/2025
1525,CAROLYN PHILLIPS,,,200,bs-cs,-14,-9,58,26,,123City,12/10/2024
1526,JOEL JONES,Brandon Valentine,,200,,N/A,52,absent,,97,,1992-10-13
ID_1526,,Anthony Harris123,F,,,,,,,,123City,2025.12.22
1528,KEVIN JOHNSON,Matthew Carter,Female,-5,12th,,90 ,61,,,,"October 09, 2023"
1529,MELISSA VILLEGAS,,unknown,29,,eighty,90 ,absent,62,?,,2023.02.16
1530,,Laura Fox,M,twenty,10th,66,90 ,absent,NULL,?,WEST JESSE,21/05/2021
1531,,Chad Peterson,F,-5,11th,eighty,,,NULL,97,,"April 03, 2025"
ID_1531,,Gregory Thomas,unknown,200,12th,eighty,38,absent,NULL,98,JOHNCHESTER,2021.02.06
ID_1532,manuel daniels,James Jones,unknown,200,10th,eighty,,absent,,?,,2022.05.26
1534,beth richardson,John Hubbard,M,200,BSCS,eighty,,absent,NULL,111,,
ID_1534,Scott Howard,Nathan Merritt123,Female,,BS-CS,eighty,90 ,,58,?,New Jay,
1536,,Bradley Black,unknown,200,BSCS,eighty,90 ,absent,NULL,?,Laneshire,not_a_date
1537,KATHY BROWNING,Jessica Harvey,Female,25,10th,eighty,,106,95,-35,JENNIFERTOWN,not_a_date
ID_1537,Eric Robertson,Jaime Harris,,twenty,11th,N/A,90 ,-8,86,?,WEST CALEB,2022.02.24
1539,,Ashley Diaz,,-5,bs-cs,N/A,,absent,,,123City,2023.05.15
,,Cody Washington123,unknown,-5,BS-CS,,90 ,absent,NULL,-23,,not_a_date
1541,  Jonathan Hernandez  ,unknown,,26,,,,1,,1,,05/06/2024
1542,jim robbins,unknown,,twenty,11th,N/A,,absent,NULL,12,PORT COREY,not_a_date
1543,BRIAN GREENE,unknown,,,BSCS,N/A,,2,22,,,19/06/2022
1544,Amy Lopez,,,twenty,10th,N/A,90 ,-25,27,,123City,1997-04-11
,,Suzanne Sullivan,Male,,bs-cs,46,75,absent,,,JOSEPHCHESTER,not_a_date
,olivia porter,Laura Mccann,F,twenty,11th,,,,NULL,?,123City,19/08/2022
,Christopher Blackburn,,F,200,12th,-15,,,NULL,?,,2023.10.20
ID_1547,angel cabrera,Jason Long DDS123,F,30,BSCS,,90 ,46,,,,not_a_date
ID_1548,JENNIFER THORNTON,Barry Hanson,Male,twenty,,N/A,,,74,118,123City,not_a_date
1550,  Jessica Ware  ,,Female,twenty,11th,N/A,,absent,,,123City,19/06/2024
,,,F,-5,BSCS,-16,65,-18,NULL,115,123City,
1552,Elizabeth Wheeler,Antonio Nguyen,Male,-5,10th,,90 ,,NULL,,,01/08/2023
,,Brandon Franco,Female,-5,10th,N/A,13,25,24,?,,2024-02-18
ID_1553,,Andrew Harrison,,24,11th,N/A,,,,,,"July 10, 2025"
ID_1554,brittany berry,Lisa Jones123,M,-5,bs-cs,N/A,,absent,NULL,101,123City,2021.06.29
,carolyn mcintyre,Stephanie Cardenas,Female,,10th,29,,,,-33,EAST JONATHANLAND,01/04/2024
1557,  Nicole Good  ,,F,twenty,,,1,-10,NULL,?,Jacobchester,2021.05.05
,Benjamin Washington,Scott Smith,,200,10th,43,,absent,NULL,,,
1559,Sandra Rogers,Gail Gordon,M,twenty,bs-cs,eighty,,19,NULL,,JOSEPHTON,2025.10.27
,,Brian Hill,,20,BSCS,eighty,90 ,,45,31,123City,2023.01.14
1561,,,Male,twenty,10th,N/A,,,35,,,2024.08.25
ID_1561,Adam Keller,Kathleen Conrad,F,-5,BS-CS,11,,absent,17,?,MAUREENVILLE,2022.07.04
ID_1562,  Cory Russell  ,,Male,twenty,,eighty,53,,79,-18,Maldonadomouth,not_a_date
,,David Steele123,,,,N/A,55,absent,,,LAKE JOAN,
1565,  Ivan Butler  ,,F,200,BSCS,N/A,,,94,?,HENDERSONSTAD,
1566,sherry chapman,Richard Manning,F,200,BS-CS,N/A,,,53,?,North Rebecca,not_a_date
1567,Jennifer Perkins,,,-5,BSCS,,90 ,,64,,123City,2018-05-20
1568,jessica ramsey,Christopher Waters,F,,bs-cs,eighty,,absent,NULL,-43,123City,not_a_date
,  Kevin Jones  ,Katherine Washington,Female,,BSCS,,,54,,,,not_a_date
,  Shannon Anderson  ,unknown,M,23,12th,eighty,90 ,72,,?,West Michelle,"July 18, 2023"
1571,,Susan Robinson,Female,twenty,BS-CS,eighty,,absent,NULL,?,East Tina,14/12/2021
,susan gray,Ryan Pierce,,200,bs-cs,N/A,40,absent,,81,East Oliviamouth,2025.04.14
1573,James Lucas,Thomas Morales,F,,bs-cs,eighty,,,21,?,,03/07/2022
ID_1573,  Molly Morris  ,unknown,Female,20,12th,,,absent,46,?,HUMPHREYVILLE,2023.12.29
1575,,Emma Walton,M,,BSCS,eighty,90 ,-13,NULL,-45,THOMPSONVILLE,not_a_date
1576,MRS. TIFFANY DIAZ,unknown,M,twenty,11th,eighty,90 ,60,NULL,-4,Port Teresaburgh,2022-12-05
ID_1576,EUGENE WILLIAMS,Paul Pierce,F,twenty,BSCS,eighty,,absent,15,,SOUTH TONYVILLE,
,sean matthews,unknown,Female,200,BS-CS,48,90 ,16,NULL,?,,not_a_date
1579,  Tiffany Chapman  ,Carla Berry,M,28,12th,eighty,119,108,,,123City,1989-10-15
ID_1579,Terry Parker,unknown,M,200,,eighty,,63,NULL,72,,"February 22, 2021"
,olivia pearson,,unknown,29,BSCS,eighty,90 ,absent,,83,Laurenberg,"July 31, 2021"
,,Carla Shaffer,,,12th,N/A,121,,NULL,,EVELYNBURGH,
,Anthony Rodriguez,unknown,M,-5,bs-cs,,90 ,-30,,,Lake Timothychester,06/06/2025
ID_1583,CLAIRE TORRES,unknown,,twenty,,eighty,90 ,absent,NULL,142,JASONTON,2024.07.13
ID_1584,RENEE GRAHAM,Jennifer Jones123,M,200,12th,N/A,,absent,18,,,not_a_date
ID_1585,,,Male,twenty,10th,15,90 ,81,NULL,,123City,"February 20, 2023"
ID_1586,Tina Reed,unknown,F,,bs-cs,eighty,,absent,NULL,,,1988-08-25
ID_1587,  Alexandra Holt  ,unknown,F,-5,BSCS,,,49,NULL,-31,Weaverbury,not_a_date
ID_1588,  Jennifer Thomas  ,unknown,unknown,,12th,-2,,absent,,?,,"July 09, 2025"
1590,,,Male,-5,12th,,90 ,absent,NULL,?,,
,Lisa Warner,unknown,Female,27,BS-CS,N/A,95,15,23,?,123City,2016-12-11
,JASON BALLARD,Brittany Tate,,18,10th,118,90 ,,,?,Michaelville,
1593,Angel Murphy,Shannon Ali123,M,twenty,bs-cs,eighty,89,,,?,Lozanomouth,
1594,  Charles Sanford  ,,,-5,11th,eighty,,,NULL,?,,"May 28, 2023"
1595,ELIZABETH REYES,,F,twenty,,34,,,,,,"July 14, 2024"
1596,MELISSA CHRISTENSEN,,unknown,200,,N/A,,,58,,123City,
1597,Danielle Bond,Susan Burton,M,200,BS-CS,eighty,90 ,109,51,,123City,28/08/2024
ID_1597,,Devon Wade123,unknown,twenty,BSCS,N/A,,absent,83,?,Kristietown,05/07/2025
1599,MATTHEW NASH,Faith Matthews,Female,-5,10th,N/A,85,,NULL,,Velezville,
,  Elizabeth Ayers  ,Tiffany Newman,unknown,18,11th,eighty,98,99,,,Daltonville,2003-02-20
,megan gibbs,Angel Lee,F,,BSCS,,,91,,,,
,,Michael Ortega,unknown,-5,12th,eighty,,absent,NULL,,New Donna,not_a_date
1603,,Stephanie Stone,Male,,,47,,,35,,123City,
1604,,,Female,-5,12th,eighty,,70,,?,,
ID_1604,  Veronica Lopez  ,,F,,bs-cs,114,90 ,50,52,?,,2025.02.09
,TIMOTHY CARROLL,Michelle Fry,unknown,26,10th,,110,,NULL,?,RYANCHESTER,not_a_date
,,Jeffery Young,,26,10th,,21,,,?,,"November 10, 2023"
ID_1607,joseph turner,,Female,,,N/A,,absent,56,,123City,1975-12-01
,,unknown,M,-5,,N/A,,,NULL,,,2024.06.29
ID_1609,AMY OBRIEN,Sandy Calderon123,F,twenty,BSCS,,,54,NULL,?,NORTH JOSEPH,
1611,John Green,Amber Larson,,200,bs-cs,,,absent,12,-4,,26/10/2024
,,Nicole Smith,Male,200,bs-cs,,,absent,53,-5,,
,Jason Bennett,Jesus Morrow,,200,,N/A,,,,?,NORTH CRYSTAL,
1614,Ms. Emily Tucker,unknown,Male,,,,,absent,NULL,,Millerstad,2005-12-09
1615,,,M,-5,,N/A,,absent,63,,Christopherton,25/11/2023
1616,  Paul George  ,Alexandra West,Male,-5,,42,,absent,,?,PORT AUSTIN,2024.06.05
1617,sierra weeks,unknown,Male,twenty,bs-cs,,,51,,,AMBERBURY,not_a_date
ID_1617,,unknown,M,-5,12th,eighty,,absent,NULL,,Ronaldmouth,
1619,Amber Dunn,unknown,M,twenty,10th,22,,absent,NULL,115,,"July 23, 2023"
1620,,Christopher Mcpherson,Male,twenty,BSCS,eighty,,-30,NULL,40,123City,2021.12.30
1621,LORI ESPINOZA,unknown,Female,,,,60,,,,EAST BOBBYVIEW,2026.01.09
1622,,unknown,Female,twenty,12th,,,absent,0,?,North Matthew,2022.11.15
,  Cindy Andrews  ,,Male,,11th,eighty,,109,37,,,not_a_date
1624,,unknown,,twenty,,,,51,47,?,Debraberg,"October 13, 2023"
1625,timothy rogers,Matthew Montgomery,F,twenty,BSCS,eighty,,absent,,?,,2025-09-01
ID_1625,,David Estrada123,F,-5,11th,eighty,24,,,?,SOUTH ISAIAHSHIRE,not_a_date
ID_1626,Christopher Nelson,Jason Nelson,Female,,,eighty,,,NULL,117,NORTH TIFFANYTOWN,"June 04, 2025"
ID_1627,,Anita Mahoney,Female,200,,N/A,90 ,50,,?,East Dennismouth,not_a_date
,Mario Peterson,,F,,BS-CS,-3,92,40,82,,West Sarah,2018-01-25
,,Andrea Underwood,,-5,bs-cs,79,4,6,,76,123City,
ID_1630,,Ralph Avila,,-5,,N/A,,,,?,,01/05/2023
ID_1631,,Peter Tyler,,200,11th,N/A,,98,,?,,"August 17, 2021"
1633,,,,200,12th,eighty,,absent,NULL,?,123City,"April 30, 2022"
1634,,Joan Flynn123,M,-5,11th,N/A,34,,62,?,MARYSHIRE,22/06/2024
,,Lori Davis123,Female,twenty,12th,35,37,absent,,44,123City,"February 26, 2023"
1636,STEPHANIE GOMEZ,Tamara Peters,,twenty,10th,N/A,,,58,?,,"May 19, 2025"
1637,ANNA CLAYTON,Cory Martinez,,twenty,,N/A,90 ,absent,24,,123City,2022.06.14
1638,NICHOLAS MARTINEZ,,Female,200,,eighty,,,NULL,,,2024.11.25
1639,,Kendra Evans,F,,10th,N/A,,,NULL,?,Millerville,not_a_date
ID_1639,robert smith,,Female,,,eighty,76,absent,9,,,21/06/2022
,,Hector James,Male,twenty,BS-CS,N/A,,,,,,"July 20, 2021"
,,,Male,200,10th,N/A,,28,,?,LAKE DANIEL,1989-11-09
,,Thomas Brooks,unknown,26,BS-CS,,72,,61,130,123City,2023.03.28
1644,Kathy Day,,,27,12th,71,23,103,NULL,-33,Bakermouth,2010-10-24
1645,MANUEL DELEON,,unknown,twenty,BSCS,N/A,,,,,,2003-10-11
,Lauren Frye,,,-5,BSCS,71,89,absent,NULL,146,Raymondmouth,17/11/2022
1647,Stephen Jones,Michael Ramirez,M,-5,11th,N/A,102,,,?,,1977-06-12
1648,donna anderson,Ashley Robinson,Male,200,10th,N/A,45,absent,NULL,-18,123City,1975-10-22
1649,THOMAS PRESTON,John Lamb,F,200,bs-cs,eighty,90 ,15,NULL,?,NEW MELANIEHAVEN,
1650,,Shawn Wilson,,,BSCS,N/A,113,absent,21,81,STEVENMOUTH,2025.08.06
ID_1650,ROBERT ALEXANDER,unknown,F,20,12th,eighty,,50,,?,KATHRYNVIEW,04/11/2025
1652,Jonathan Copeland,unknown,Male,-5,BS-CS,,90 ,-27,50,,Port Matthewfort,1992-08-13
1653,sherry campbell,Louis Black,Female,,10th,eighty,,absent,NULL,121,Port Adam,2004-12-24
1654,Kristopher Harvey,Amber Kim123,M,twenty,12th,,90 ,,73,,,17/04/2024
1655,,,unknown,200,BSCS,35,65,,,106,,1982-05-16
ID_1655,,Marco Ward123,Male,26,,,90 ,98,97,,,1976-10-28
ID_1656,CORY BROWN,Samuel Higgins,F,25,11th,95,12,absent,NULL,?,,05/02/2025
ID_1657,,Jennifer Davis123,M,,,N/A,90 ,,NULL,,,
1659,mitchell kramer,Dr. Karen Webb MD,M,twenty,bs-cs,eighty,22,,NULL,57,NEW CHERYL,"June 17, 2024"
1660,jamie lee,unknown,Male,,,eighty,90 ,absent,NULL,-21,CRAIGMOUTH,2022.04.30
ID_1660,,Scott Lowery,F,,12th,,,,NULL,?,,09/01/2024
ID_1661,Lisa Taylor,Randall Rice,unknown,200,bs-cs,N/A,90 ,83,,?,,not_a_date
,  James Knight  ,Samantha Swanson,M,200,12th,eighty,,absent,,85,,2025.06.13
ID_1663,BRYAN GONZALES,Ana Jones,M,twenty,BS-CS,eighty,85,58,NULL,19,NEW HEATHERPORT,15/07/2021
1665,CHRISTIAN ABBOTT,Regina Scott123,F,21,12th,eighty,,70,,,JACOBBURGH,"June 20, 2024"
1666,,Christopher Lane,,18,,eighty,,36,93,30,,"May 18, 2024"
,KARINA GEORGE,,M,twenty,,N/A,,,NULL,73,ACOSTABURGH,
1668,,Katelyn Brooks,M,-5,,,51,absent,NULL,,,
1669,,James Miller,,,10th,120,,absent,NULL,?,,25/11/2024
ID_1669,ryan house,,Female,,BSCS,eighty,,absent,NULL,-15,,not_a_date
,edwin curtis,unknown,F,200,,eighty,90 ,30,20,,WEST EMILY,1981-07-17
1672,joel smith,,,,,,121,,,?,,2024.11.12
1673,CHRISTINA GLOVER,unknown,Female,17,10th,,72,absent,,95,,not_a_date
,  Andrew Jackson  ,Shelia Johnson,,,,,129,,32,,123City,04/06/2024
,,Vanessa Ward123,F,,bs-cs,86,127,absent,1,58,,2023.01.05
,,,Male,200,10th,44,,,,?,,"January 23, 2025"
,  Makayla Jones  ,Mia Estrada123,,-5,12th,N/A,90 ,66,NULL,103,123City,20/02/2025
ID_1677,Troy White,unknown,Male,22,,N/A,11,absent,,-40,SOUTH JEANNE,01/07/2021
1679,ronald boyd,Christina Cobb,,-5,,N/A,90 ,absent,NULL,,Brianaborough,19/12/2022
,,Tom Bautista,Female,200,10th,eighty,,absent,51,75,South Jennifer,2024.03.10
1681,,,F,-5,,eighty,,,NULL,,EAST JAMIE,15/10/2025
ID_1681,  Joshua Sanchez  ,Erik Ferguson123,Male,-5,,81,,-21,NULL,?,,15/01/2026
ID_1682,,Michelle Hatfield123,Male,-5,BSCS,eighty,61,absent,,,MARYMOUTH,not_a_date
1684,,Melissa Perkins,M,16,,,,absent,NULL,?,Jamesstad,not_a_date
1685,brandon garcia,Catherine Gaines,Female,16,bs-cs,,,absent,83,?,MAXWELLSIDE,2022.02.27
1686,ashley diaz,Heather Johnson,F,twenty,bs-cs,eighty,90 ,,NULL,?,,2026.01.13
1687,,Brian Sanders,,,,,114,31,NULL,?,,21/01/2023
1688,BRANDY BALL,,M,200,BSCS,N/A,124,absent,NULL,92,,"November 01, 2024"
ID_1688,brianna gonzales,Natasha Hickman123,M,,,,90 ,,NULL,?,NEW TIFFANY,"May 22, 2024"
1690,john ramos,unknown,M,200,BS-CS,,,,,,RACHELSHIRE,13/02/2021
,Karen Rodriguez,,M,-5,11th,eighty,90 ,4,NULL,?,JULIEMOUTH,not_a_date
1692,ASHLEY VANCE,Tonya Simmons,unknown,twenty,,eighty,,absent,7,?,East Andrea,"August 03, 2024"
,dennis gomez,Kristopher Kelley,unknown,200,,38,90 ,absent,NULL,46,Perezfurt,
1694,kaitlyn gentry,Kimberly Sims,unknown,,12th,,,absent,,?,East Brianville,2025.02.17
1695,,unknown,F,200,,-19,,86,,?,,
1696,,William Pittman,M,20,10th,,,,,73,,2023.03.12
1697,Lindsay Logan,Brandon Smith,,,,eighty,,59,NULL,?,,not_a_date
ID_1697,  Troy Tucker  ,John Grimes,,-5,12th,,,,NULL,?,Bryanshire,"May 19, 2024"
1699,michael thomas,Amanda Rocha123,,200,BS-CS,0,,,12,,,"June 18, 2021"
1700,RYAN WILSON,,unknown,,bs-cs,,,25,,52,North Julia,2024.03.09
ID_1700,Michael Johnson,Garrett Allen,,29,11th,eighty,,absent,NULL,?,123City,"March 29, 2023"
ID_1701,Ian Patterson,Angela Jackson,Female,17,10th,eighty,123,absent,,-44,Monicabury,01/08/2021
ID_1702,CATHERINE TANNER,Daniel Gillespie,,-5,12th,,,28,NULL,?,,2022.05.10
1704,,unknown,,200,bs-cs,,90 ,absent,,-32,Emilyport,2010-06-04
1705,HENRY LOPEZ,,Male,-5,BS-CS,N/A,,absent,66,?,Port Katieland,"March 29, 2023"
ID_1705,jesse whitney,Paula Rogers,M,21,11th,,,,48,,,2023.01.19
1707,Mario Jackson,,Female,twenty,10th,eighty,,absent,31,,,27/11/2024
,  William Davis  ,Karen Harris,,200,,eighty,34,absent,,,,not_a_date
1709,RACHEL KING,Frederick James,F,twenty,12th,N/A,,,,?,DANIELBURY,28/04/2024
1710,,unknown,M,200,BS-CS,N/A,90 ,,53,13,123City,
1711,  Andre Watkins  ,Nathan Graham123,M,,,,,,13,-2,WEST ANTHONYCHESTER,2023.06.13
1712,,Anthony Morris,M,-5,BSCS,eighty,88,,NULL,-8,,2021.04.19
ID_1712,  Brittany Martinez  ,Ryan Knight,Male,-5,,N/A,,absent,NULL,145,123City,2024.07.06
1714,Joshua Hatfield,Brandon Zamora,Female,twenty,bs-cs,eighty,,15,48,,,"July 10, 2025"
ID_1714,,Erica Sanchez MD123,unknown,twenty,11th,N/A,,-6,,?,NORTH MARISSAVIEW,
1716,CAROL ZIMMERMAN,unknown,Male,200,BS-CS,82,,,87,,,02/03/2023
,,Austin Phillips,,twenty,bs-cs,N/A,90 ,,,14,Port Cristina,2022.10.13
1718,  Thomas Smith  ,Guy Avila,,-5,10th,eighty,,82,,?,WEST TINABURGH,2025.03.21
1719,  Crystal Henry  ,,F,twenty,bs-cs,,58,,NULL,?,,14/08/2023
,,,unknown,twenty,bs-cs,N/A,25,88,NULL,?,,not_a_date
ID_1720,AMANDA PEREZ,,,twenty,BSCS,eighty,,absent,,,Ericbury,
1722,stefanie montoya,Michael Nelson,unknown,,bs-cs,,96,,NULL,,,2024.01.26
,JOSEPH CHAVEZ,unknown,,15,,N/A,90 ,96,NULL,?,WEST LISA,"June 27, 2022"
1724,  Kevin Chan  ,Diane Smith123,F,-5,10th,9,,absent,,,,"October 02, 2023"
,,,M,twenty,bs-cs,,13,-7,52,?,123City,2022.06.01
,Kathleen Hall,Paul Harris123,unknown,,bs-cs,eighty,,5,6,,,30/04/2023
,  Bradley Day  ,Scott Williams,Male,-5,,N/A,90 ,68,NULL,139,NORTH GERALDBOROUGH,2024-04-15
1728,Jennifer Meyers,,Female,-5,11th,N/A,90 ,absent,84,?,AMANDABURY,26/06/2023
1729,  Dr. Tyler Johnson DDS  ,Luis Garcia,unknown,-5,BSCS,,,absent,8,,PETERSONVILLE,2025.11.20
ID_1729,Stephen Bryant,,,-5,bs-cs,N/A,,48,25,?,123City,
,MICHAEL HUGHES,Anne Johnson MD,Male,,,N/A,50,,39,,123City,2022.07.10
ID_1731,Laura Gray,,,,BS-CS,N/A,105,11,NULL,,LAKE SARAH,"August 11, 2023"
,,Lisa Boyd,M,,11th,N/A,,absent,,24,Dillonview,
1734,  Brenda Taylor  ,Benjamin Rodriguez,,-5,,,,88,NULL,115,123City,2025.05.22
,ELIZABETH MORALES,James Ross123,,twenty,,N/A,127,,,?,,
ID_1735,STEVEN NEAL,Matthew Brooks,M,200,,eighty,90 ,absent,90,?,New Michaelhaven,1991-06-19
,Tracy Nichols,Jeffrey Lozano,Male,twenty,,N/A,-2,58,84,?,,2021.07.29
ID_1737,,unknown,,200,11th,eighty,,,,?,123City,not_a_date
1739,  Christopher Oliver  ,,,-5,,,,26,NULL,,New Aprilberg,1972-05-31
,derek schultz,Isabel Webster123,,twenty,,eighty,,,,65,,19/12/2024
1741,  Edward Burns  ,,,,,eighty,,absent,,?,,not_a_date
ID_1741,nicholas gonzalez,unknown,unknown,,,eighty,15,absent,,,Floresville,"February 19, 2024"
1743,Jason Jackson Jr.,,Female,200,10th,N/A,125,20,,,123City,2025.06.09
,Barbara Lester,unknown,Female,twenty,BS-CS,41,90 ,,NULL,146,Shannonshire,not_a_date
,Diane Skinner,unknown,Female,200,12th,N/A,,absent,32,?,Gibbsmouth,"March 15, 2023"
ID_1745,  Kimberly Evans DDS  ,Emma Beltran,,,,117,,absent,28,?,,2025.06.12
ID_1746,DEANNA CRUZ,Michael Poole,unknown,twenty,,,90 ,,8,-43,South Zacharyside,
1748,,,unknown,21,BSCS,N/A,,,NULL,81,Joshuaview,not_a_date
,  Michael Hayes  ,Jacob Serrano,,,bs-cs,21,33,,69,,,10/01/2022
1750,,Benjamin Mccarty,Female,-5,bs-cs,N/A,34,,NULL,,,1994-10-24
1751,  Gabriel Lewis  ,unknown,,,bs-cs,N/A,120,35,NULL,,,29/11/2022
1752,  Karina Reynolds  ,David Hughes123,F,,10th,,15,84,NULL,-27,Gregoryside,20/06/2023
ID_1752,tiffany moon,Jessica Summers,M,-5,10th,,,,NULL,,,"June 17, 2023"
1754,  Lisa Smith  ,,unknown,twenty,bs-cs,eighty,,,2,,,not_a_date
1755,Joe Torres,unknown,Male,25,BS-CS,eighty,,,NULL,?,123City,1982-09-10
1756,,Jessica Edwards,Female,20,BSCS,,90 ,absent,NULL,,Howardchester,"May 31, 2021"
1757,,Brandon Jefferson123,,20,10th,eighty,22,95,NULL,,,12/03/2025
1758,,unknown,,twenty,11th,eighty,,,62,?,LAKE ALEXISSTAD,
ID_1758,  Charles Tucker  ,Sarah Wilcox123,,twenty,10th,eighty,,0,,?,123City,1984-12-14
1760,,,M,200,BSCS,eighty,90 ,,93,65,,2022.10.25
,,Michael Williams,,twenty,bs-cs,,,absent,NULL,72,CHARLESFURT,"February 28, 2023"
,mark richardson,Marissa Soto,Female,,10th,eighty,,absent,NULL,?,123City,not_a_date
1763,,Anthony Mccarty123,F,29,,-13,90 ,,,-4,New Amy,
,jonathan jordan,unknown,Female,200,bs-cs,21,90 ,30,26,-33,123City,2025.02.06
1765,Benjamin Wilson,William Johnson,Male,-5,12th,N/A,64,-12,4,?,123City,
1766,laura garrison,unknown,Female,27,BSCS,,118,-25,11,60,DOUGHERTYTON,"December 19, 2023"
ID_1766,margaret green,unknown,,25,,eighty,90 ,absent,,-41,,12/04/2023
,laura castaneda,Christina Alvarado123,,200,11th,eighty,,-20,,,SOUTH ANNAVIEW,not_a_date
1769,BRENDA TUCKER,unknown,Male,twenty,bs-cs,N/A,102,,,-31,,
1770,HEATHER ANDREWS,Tiffany Hopkins,M,-5,BSCS,,,,,4,,2021.11.09
,,Sarah Hill,unknown,-5,10th,,15,65,NULL,,Lake Williammouth,19/07/2022
ID_1771,MR. STEVEN RAMOS,unknown,,-5,,N/A,90 ,42,,?,Lake Shelly,2025.02.23
,heather golden,Jason Miller,Male,-5,,,97,-16,,,COXPORT,"January 09, 2022"
1774,,,,200,10th,19,92,30,,19,Velezfort,not_a_date
1775,  Grace Watson  ,Danielle Crosby,M,21,BS-CS,N/A,90 ,70,NULL,57,123City,29/07/2023
1776,daniel wright,Steven Smith,,twenty,bs-cs,N/A,90,,72,?,WEST MARK,"June 16, 2023"
ID_1776,Matthew Johnson,Tammy Hernandez123,Female,,10th,,,,NULL,,,not_a_date
,rebecca coleman,Heather Payne,Male,twenty,,,,,NULL,-25,NORTH KATHYFORT,02/01/2026
,CHERYL GENTRY,unknown,unknown,20,12th,,59,,41,44,123City,1999-09-14
1780,,,,-5,12th,91,90 ,absent,66,77,DUNNVIEW,"June 09, 2025"
1781,Jason Adams,Amy Cummings,Female,,BS-CS,,-8,,,3,Lake Jomouth,not_a_date
1782,,Leonard Chandler,unknown,-5,12th,,83,15,84,8,123City,18/10/2023
ID_1782,Taylor Wilson,Morgan Washington123,unknown,-5,BSCS,,,57,,87,,21/02/2025
1784,april lowe,,Female,twenty,12th,,119,56,86,,South Christon,"February 11, 2022"
1785,ELIZABETH DAVIS,unknown,Female,-5,,N/A,,,,-14,Jimmyview,27/10/2025
,  Stephen Mccoy  ,,,-5,10th,N/A,115,,,131,,"August 16, 2021"
ID_1786,Paula Myers,,Male,twenty,10th,45,,absent,,,,30/05/2021
1788,,unknown,F,20,,47,,absent,,,,"August 12, 2025"
1789,,Pamela Sparks,M,twenty,,eighty,,81,47,?,FOWLERBURGH,16/08/2022
1790,abigail hernandez,Cindy Young,M,twenty,,N/A,,,71,-23,New Stacieside,not_a_date
,,Michael Sparks,,200,BSCS,77,,,,?,CORYFURT,12/06/2022
,NATASHA DAVIS,Anna Sexton,F,,,49,,absent,,58,Oneillville,
,EDWARD MATTHEWS,unknown,Female,200,,eighty,90 ,55,,?,,08/11/2024
1794,  Lisa Page  ,,M,,bs-cs,N/A,,-3,,,,17/08/2024
ID_1794,vanessa sanders,Seth Smith123,unknown,-5,BS-CS,,90 ,85,NULL,,Lake Graceberg,not_a_date
1796,MELINDA GARCIA,Brandon Anderson,Female,,10th,eighty,,absent,NULL,,NORTH KYLEBOROUGH,1985-05-18
,LORI ZIMMERMAN,Debra Barrera,unknown,200,12th,,,absent,NULL,89,,2025.07.31
ID_1797,  Melissa Jones  ,unknown,Male,,,66,,absent,NULL,?,PATRICIABURGH,
ID_1798,  Daniel Miller  ,unknown,unknown,200,BSCS,62,90 ,,NULL,?,,27/04/2021
1800,PATRICIA GARCIA,,Male,21,BS-CS,,,1,,-20,123City,03/03/2021
1801,  Lindsay Stanley  ,Richard Kelly123,,,bs-cs,,,absent,76,10,,"August 30, 2024"
,DAVID BAILEY,unknown,,twenty,12th,N/A,90 ,absent,,119,,21/11/2021
1803,  Kelsey Hubbard  ,Gregory Schmitt,,200,,108,15,absent,7,?,Loganborough,2021.03.04
1804,Jeffrey Patel,Tracie Frost123,,-5,BS-CS,N/A,83,,85,?,,not_a_date
1805,MARC SUTTON MD,unknown,Male,-5,,,,,,101,,"December 25, 2025"
1806,mitchell spears,Corey Wright123,Male,,,eighty,,,NULL,,JOHNSONBURGH,1977-11-01
,Christopher Owens,,,,,,,,,,123City,not_a_date
ID_1807,,unknown,unknown,,BS-CS,-17,,,28,?,123City,"January 16, 2022"
ID_1808,david fernandez,,unknown,29,,,3,,NULL,17,KYLEPORT,2024.03.26
1810,  James Madden  ,unknown,,,BSCS,,,82,NULL,?,NEW RHONDAMOUTH,"November 17, 2021"
,Sydney Harrison,,,twenty,BSCS,N/A,,,,135,123City,
1812,  Jeremy Miller  ,,unknown,,BSCS,120,,absent,,36,123City,
